Hiligaynon,English
Laká’ na lang ang makita nga kabayo sa siudad subong.,It is rare to see a horse in the city now.
Daku ang iya lák’ang pakadto sa pirtahan.,His big step towards the door was wide.
Malawig ang amon lakát pakadto sa pihak nga banwa.,Our walk to the other town is long.
Nag-lákbang sia para makatabok sa gamay nga sapa.,He strode to cross the small creek.
Lakíp na sa bayad ang imo plete sa barko.,Your ship fare is already included in the payment.
Ginláklak sang bábuy ang damúg.,the pig ate the food.
Nag-láktaw sia sang isa ka pahina sa iya ginabasa.,He skipped one page in what he was reading.
Ginláktud ku ang dálan.,I made a short cut.
Nagládlad akú sang mantél.,I spread the table cloth.
Mag-lá’ga’ ka sang tubig para sa aton kape.,Boil some water for our coffee.
Naglagabúng ang sin pagkahúlug.,The sheet of galvanized iron rumbled when it fell.
Gingamit sang karpentero ang lagári’ sa pag-utod sang tabla.,The carpenter used the saw to cut the board.
Gin-lagás sang ido ang kuring sa ugsaran.,The dog chased the cat in the yard.
Nabatian ko ang lagátik sang kandado sa pirtahan.,I heard the click of the padlock on the door.
May lagatúk sang nahulog ang bato sa salog.,There was a dull thud when the stone fell on the floor.
Naglagáwlaǵaw akú sa plása.,I strolled through the park.
Ibutang ang imo lágda’ sa ubos sang dokumento.,Put your signature at the bottom of the document.
Lági sia nagabisita sa amon balay sang una.,He frequently visited our house before.
Nabitik ang daku nga ilaga sa lágpit.,The big rat was caught in the rat trap.
Lágtum ang duag sang panganod kaina sang hapon.,The color of the cloud was dark earlier this afternoon.
Nagkuha sia sang lagú para gamiton sa bunit.,He got an earthworm to use for the fish hook.
Tipuna ang imo mga lagú’ sa basket para malabhan.,Gather your soiled clothes in the basket to be washed.
Nagahampang ang mga bata sa lagwérta.,The children are playing on the lawn.
Ma-lágyu’ ang balay nila sa sentro sang banwa.,Their house is far from the town center.
Lahúg lang ato ang akon ginhambal sa imo kaina.,What I said to you earlier was just a joke.
Lahúg lang ato ang akon ginhambal sa imo kaina.,What I said to you earlier was just a joke.
Ma-lá’in ang magbutig sa imo ginikanan.,It is bad to lie to your parents.
La’ín ang batasan sang duha ka mag-ulutod.,The behavior of the two siblings is different.
Naglála akú sang baníg.,I wove a mat.
Naglalá’ ang íya balatí’an.,She became more sick.
Nakita ko ang isa ka laláki nga nagatindog sa kanto.,I saw a man standing at the corner.
Naglaláw si Ána sa íya ilúy.,Ana mourned for her mother.
Namit gid ang lalím sang imo linuto nga sinigang.,The flavor of the stew you cooked is very delicious.
Indi mag-lális sa husto nga sugo sang maestra.,Do not disobey the right command of the teacher.
Ginlamá’lamá’ ku ang gúsuk.,I cut the ribs.
Lúyag akú magbakál sang báyu’ lámang walá’ akú sang kwárta.,"I would like to buy a dress, but I don’t have money."
Nadakpan ang daku nga isda sa laḿbat.,The big fish was caught in the net.
Ginlámbut ku ang syudád sang Báguio.,I reached the city of Baguio.
Ibutang ang mga pinggan sa ibabaw sang lamésa.,Put the plates on top of the table.
Laḿgud ang baka gani wala ini nakapang-anak.,"The cow is barren, so it hasn't given birth."
Mabatyagan ko ang lamíg sang hangin halin sa dagat.,I can feel the coldness of the wind from the sea.
Nahulog ang mga lamígas sang humay sa duta.,The grains of rice fell on the ground.
Nagalupad ang lámluk palibot sa suga kon gab-i.,The moth flies around the light at night.
Ginlampasán ku ang áwtu.,I overtook the car.
Gamita ang lampásu sa paglimpyo sang salog sang balay.,Use the mop to clean the floor of the house.
Ginislan ni Nanay ang basa nga lampín sang lapsag.,Mother changed the infant's wet diaper.
Isa ka lampitáw nga manunulat si Graciano Lopez Jaena.,Graciano Lopez Jaena is a well-known writer.
Ginlampú’as ku ang eksámin.,I passed the exams.
Ginlámpus ku ang síya.,I threw the chair very hard on the floor.
Madamo sang lamúk sa palibot kon madulom na.,There are many mosquitoes around when it gets dark.
Naglamúd akú sang ma’ís sa bugás.,I mixed corn with the rice.
Nalisdan ang tawo nga lamún sa pagtabok sa kalsada.,The blind person had difficulty crossing the road.
Gin-lámun niya ang pagkaon sa kadasig tungod sa gutom.,He gulped down the food quickly because of hunger.
Butangi sang lána ang imo buhok para mag-sining.,Put oil in your hair so it shines.
Nagpasilong kami sa lándung sang daku nga kahoy.,We took shelter in the shade of the large tree.
Gingamit niya ang martilyo kag lánsang para sa pader.,He used the hammer and nail for the wall.
Gindala niya ang iya lansítas sa pagkadto sa bukid.,He brought his pocket knife when going to the mountain.
Lánta na ang mga bulak nga ginbutang sa plorera.,The flowers placed in the vase are already withered.
Nag-lántaw kami sang manami nga pelikula kagab-i.,We watched a nice movie last night.
Manami pamatian ang lántun sang imo gitara.,The tune of your guitar is nice to hear.
Nabatian namon ang mabaskog nga lanúg sa sulod sang kueba.,We heard the loud echo inside the cave.
Manipis ang lányatlányat sa sulod sang itlog.,The membrane inside the egg is thin.
Iní na lang.,This one (only).
May daku nga láng’at ang duha ka nagatupad nga balay.,There is a large interval between the two adjacent houses.
Gintabog niya ang mga lángaw nga nagahapon sa lamesa.,He shooed the flies resting on the table.
Matam-is kag mahamot ang hinog nga lángka’.,The ripe jackfruit is sweet and fragrant.
Naglángkag akú sang hulát kay Joséfa.,I got worried waiting for Josefa.
Ma-aslom ang lánggaw nga ginbutang niya sa paksiw.,The vinegar he put in the dish is sour.
Gingamit niya ang langís para pahiningon ang makina.,He used the oil to lubricate the machine.
Asul kag matin-aw ang lángit subong nga adlaw.,The sky is blue and clear today.
Malain ang láng’ug sang stagnant nga tubig sa kanal.,The foul odor of the stagnant water in the canal is bad.
Gusto sang mga bata mag-langúy sa dagat karon sa hapon.,The children want to swim in the sea this afternoon.
Naglápak silá sa lápuk.,They stepped on the mud.
Daku gid ang lápad sang sining bag-o nga kalsada.,The width of this new road is very big.
Ginlapá’lapá’ niya ang kárne.,He cut the meat to pieces.
Naglápas si José sa kasugtánan.,Jose violated the agreement.
Naglápaw ang túbig.,The water overflowed.
Ginlápdus ku ang síya.,I hit the chair against something.
Gingamit niya ang malaba nga lápis para magdrowing.,He used the long pencil to draw.
Nagtindog sia sa lapít sang pirtahan para maghulat.,He stood near the door to wait.
Naglápnag ang balíta’.,The news spread.
Nagahibi ang lápsag kay kinahanglan na paduduon.,The infant is crying because it needs to be suckled.
Lápsi’ ang iya nawong tungod sa kahadlok kaina.,His face was pale due to fear earlier.
Nag-lápta ang mga papel sa salog paghuyop sang hangin.,The papers scattered on the floor when the wind blew.
Nag-lápus ang lansang sa pihak sang tabla.,The nail pierced through the other side of the board.
Lapúyut ang sabaw sang batchoy nga amon ginkaon.,The broth of the batchoy we ate was thick.
Naglápyu ang íya láwas sa trabáho.,He felt tired because of work.
Namit kaunon ang preska kag aslom nga laranghíta.,It is delicious to eat the fresh and sour nectarine.
Gintan-aw ko ang dumaan nga laráwan sang amon pamilya.,I looked at the old picture of our family.
Naglárga si Nánay kahápun.,Mother left yesterday.
Matam-is ang lasáw nga ginasagol sa paghimo sang kalamay.,The molasses mixed in making sugar is sweet.
Lás’ay ang sabaw kay kulang sa asin kag panakot.,The soup is bland because it lacks salt and spices.
May matahum nga pula nga lásu ang iya buhok.,Her hair has a beautiful red ribbon.
Ibutang ang inyo mga basura sa sulod sang láta.,Put your trash inside the can.
Latá’ na ang linuto nga kamote gani mahumok gid ini.,"The cooked sweet potato is overcooked, so it is very soft."
I-látag ang mga linabhan nga bayo sa ugsaran para magmala.,Put out the washed clothes in the yard to dry.
Naglátay kamí sa tuláy patabúk sa subá’.,We crossed a narrow footbridge across the river.
Naglátid si Manuél sang kudál.,Manuel marked the area to be fenced in.
Nakabaton sia sang latigú sa iya pagkasala.,He received a whip for his sin.
Ibutang ang mga pinggan sa latúk.,Put the plates on the table.
Naglátum ang pínta sa káhuy.,The paint penetrated into the wood.
Nag-sag-ub sia sang tubig gamit ang latún.,He fetched water using the tin can.
Naglá’ug kamí kagáb’i.,We roamed around last night.
Naglá’um akú nga ma abút si Imélda.,I expected Imelda to come.
Nagpabilin sia nga la’ún asta subong.,She remained an old maid until now.
Ang bilitayún ára’ sa prisohán.,The person to be hanged is inside the prison.
Indi ka maghimo sang lá’ut nga plano sa imo isigkatawo.,Do not make a wicked plan against your fellow human.
Naghimo sang daku nga láwa’ ang damang sa bintana.,The spider made a large web on the window.
Ginláwag ang ngálan ku.,My name was called.
Kinahanglan naton halungan ang aton láwas.,We need to take care of our body.
Láw’ay ang pamatasan sang tawo nga butigon.,The behavior of a lying person is ugly.
Pila ang láwid sang inyo byahe pa-probinsya?,What is the length of your trip to the province?
Láwig ang iya panaysayon parte sa natabo.,His narrative about what happened was lengthy.
Láwlaw ang iya pantalon gani naggamit sia sang sinturon.,His pants are loose so he used a belt.
Nag-preparar ang manugisda sang iya láya.,The fisherman prepared his fish net.
Nag-láya’ ang mga tanom tungod sa kigás.,The plants withered because of the dryness.
Ginbuksan nila ang láyag sang sakayan kay may hangin.,They opened the sail of the boat because there was wind.
Nag-láyas ang bata halin sa ila balay.,The child ran away from their house.
Naglayát ang íya pánit.,Her skin sagged.
Nagláygay ang pári’.,The priest gave some advice.
Dapat naton sundon ang layí sang aton pungsod.,We must follow the law of our country.
Layú’ ang eskwelahan sa amon gina-istaran.,The school is far from where we live.
Naglayúng ang dáhun sang ságing.,The banana leaf withered.
Ano ang imo natun-an sa aton leksyón subong?,What did you learn from our lesson today?
Hatagi ako sang isa ka létse nga bugas.,Give me one tin can of rice.
Namit ang letse flán nga ginluto ni Nanay.,The custard cooked by Mother is delicious.
Ginlibák ku si Córa.,I derided Cora.
Ginlibańg ku ang báta’.,I comforted the child.
Na-libát ang iya panan-awan kaina.,His vision became cross-eyed earlier.
Nagbakal ako sang isa ka líbra nga asukar.,I bought one pound of sugar.
Líbre ang pagpa-check up sa health center.,The check-up at the health center is free.
Nagkadto ang mga estudyante sa libreríya para magtuon.,The students went to the library to study.
líbu num thousand.,
Naglíbud ang tigúlang sang súman.,The old woman went around selling rice cake.
Gindalagan sang bata ang líbug sa hardin.,The child ran after the bumblebee in the garden.
Daku ang iya libúg parte sa balayran sa balay.,Her worry regarding the house bills is great.
Ginbutangan nila sang libún ang ila mga manok.,They put an enclosure for their chickens.
Nag-líbut kami sa plaza kagab-i.,We walked about in the plaza last night.
Naglikáw ang trak sa bátsi.,The truck avoided the hole in the road.
Nag-líkday sia para makaagi ang mal-am.,He stepped aside so the elder could pass.
,
Naglikí’ si Índay sa sá’ut.,Inday danced gracefully.
Nag-líksi ang kuring sang makita ang ilaga.,The cat leapt when it saw the rat.
Nag-likú’ ang salakyan sa wala.,The vehicle turned to the left.
Masakit ang akon likúd sa sige pungko.,My back hurts from sitting constantly.
Naglikúm akú sang sekréto.,I concealed a secret.
Naglígad na ang Enéro péro walá’ pa matapús ang trabáho ku.,"January is already over, but my work is not done yet."
Naluag ang ligás sang iya pantalon.,The garter of his pants became loose.
Lígdung ang panapton sang dalaga.,The young lady's clothing is modest.
Naglígid ang batú sa bánglid.,The boulder rolled down the hill.
Nagligís akú sang má’is.,I milled some corn.
Nalígu’ akú.,I took a bath.
Líg’un ang pundasyon sang sining daku nga balay.,The foundation of this big house is strong.
Ginligúnlígun ku ang ákun bá’ba’.,I melted the candy in my mouth.
Ligúy ang bata gani wala nagasulod sa klase.,The child is truant so he doesn't attend class.
Nagliháy si Lucílle sa ákun.,Lucille leaned on me.
Ginalihí’ku ang paggámit sang ópyum.,I disapprove of using narcotics.
limá num five; /ika-/ fifth.,
Natukiban ang iya límbung sa ila kumpaniya.,His deceit in their company was discovered.
Limitádo lang ang pagkaon sa piesta.,The food at the fiesta is only limited.
Ginpalimpyo niya ang iya sapatos sa limpyabúta.,He had his shoes cleaned by the bootblack.
Límyo na ang salog kay ginlampasuhan na ini.,The floor is now clean because it was already scrubbed.
Nanglímug si Ernésto sang túbig.,Ernesto gargled water.
Naghatag ako sang limús sa manugpakilimos.,I gave alms to the beggar.
Indi ko ma-límut-an ang imo ginhimo nga kaayo.,I cannot forget the kindness you did.
I-halay ang mga linábhan sa sagwa.,Hang the washed clothes outside.
Naglínas kamí sang humáy.,We threshed rice.
Matin-aw ang tubig sa línaw.,The water in the stream is clear.
Nanglíntak si Artúro sa ákun.,He clicked at me.
Ginakaon sang baboy ang líntuk.,The pig eats the bran.
Nabatyagan namon ang baskog nga línug kaina.,We felt the strong earthquake earlier.
Linúng gid magpuyo diri sa amon banwa.,It is very peaceful to live here in our town.
Naglíngas si Vicénte sa kláse.,Vicente distracted the class.
Ginlingáw ku ang ákun útud.,I amused my brother.
Nag-língkud sia sa bango.,He sat down on the bench.
Nagtunog na ang linggánay sang simbahan.,The church bell has already rung.
Línghud pa ang tanom nga balagay.,The vine plant is still young.
Nag-língin ang akon ulo tungod sa init.,My head became dizzy due to the heat.
Naglíngling si José.,Jose peeped.
Nagpulot ang bata sang lipák para hampangan.,The child picked up a stick to play with.
Naglípas ang isá ka semána bágu nagkita’áy kamí.,One week passed before we saw each other.
Nalipát akú.,I forgot.
Wala sing katumbas ang akon lípay.,My happiness has no equal.
Naglípun si Heléna sang hábul.,Helena hid under the blanket.
Na-lípung sia tungod sa gutom kag init.,She fainted due to hunger and heat.
Wala ko nagustohan ang líp’ut sang iya sabat.,I didn't like the shortness of his answer.
Naglísang ang kabáyu’ sa lupúk.,The horse was terrified with the bursting sound.
Kinahanglan mo sang lisénsya para makamaneho.,You need a license to drive.
Naglísi ang báta’ sa dálan.,The child looked about curiously.
Naglísngadlísngad si Victória sa íya trabáho.,Victoria delayed her work.
Ibutang ang imo ngalan sa lísta.,Put your name on the list.
Nahubad ang lístun sang imo sapatos.,The string of your shoe came undone.
Itanom mo ining mga lísu sang kamatis.,Plant these tomato seeds.
Naglísu’ ang táwu sa tu’u.,the man turned to the right.
Lisúd ang pangabuhi kon wala obra.,Life is difficult when there is no work.
Naglitík ang kúlun.,The clay pot cracked.
Ano ang una nga lítra sang imo pangalan?,What is the first letter of your name?
Nagbakal sia sang isa ka lítro nga gatas.,He bought one liter of milk.
Namit ang ensalada kon may preska nga litsúgas.,A salad is delicious when there is fresh lettuce.
Nag-order kami sang daku nga lítsun para sa piesta.,We ordered a big roasted pig for the fiesta.
Naglítun kamí sa bág’u nga baláy.,We moved to the new house.
Masakit ang akon lí’ug pagbugtaw ko.,My neck hurt when I woke up.
Nagpaliwáliwá silá sa Yurópa.,They took a vacation in Europe.
Nagliwán si Élma sang báyu’ ku.,Elma remodelled my dress.
Magkitaay kita liwát bwas.,Let's meet again tomorrow.
Nakita namon ang liyón sa zoo.,We saw the lion at the zoo.
Madamo sang maduagon nga lóbo sa birthday party.,There are many colorful balloons at the birthday party.
Palangga ko gid ang akon lólo.,I really love my grandfather.
Nagbakal sila sang bag-o nga lóte para patindugan sang balay.,They bought a new lot to build a house on.
Ginlú’ad ku ang pagká’un.,I spit out the food.
I-lubád mo ining tinaga sa Ingles.,Translate this word to English.
I-lúbag mo sing maayo ang linabhan antes isampay.,Wring the washed clothes well before hanging.
Ginlúbha’ niya akú.,He betrayed me.
Lubhá’ ang iya kondisyon sa ospital.,His condition in the hospital is serious.
Nagkuha sia sang lubí para sa gata.,He got a coconut for milk.
Gamita ang mabakod nga lúbid sa paghigot sang baboy.,Use the strong rope to tie the pig.
Lubúg ang tubig sa suba pagkatapos ulan.,The water in the river is murky after the rain.
Nagtambong kami sa lubúng sang amon isigkatawo.,We attended the burial of our neighbor.
Ginlukát ku ang tanúm.,I dug out the plant.
Ginlúku ku si Élsa.,I tricked Elsa.
Naglukú ang idú’.,The dog lay down.
Nag-lúksu ang bata sa katre.,The child jumped on the bed.
Naglúkut akú sang papél.,I crumpled the paper.
Matahum nga lugár ining amon ginakadtuan.,This place we are going to is beautiful.
Nalúgdang ang bapór.,The boat sank.
Ginlugpayán ku si Líto.,I mollified Lito.
Ginlú’hu’ ku ang bulúng sa botélya.,I shook the medicine in the bottle.
Gingamit niya ang itum nga lugúm para sa iya bayo.,He used the black dye for his clothes.
Ginlúgus ni Glória ang mánggad sang útud niya.,Gloria usurped the wealth of her sister.
Nagtulo ang iya lúha’ sang maghibi sia.,Her tear fell when she cried.
Lúhu gid ang mga bisita sa kasal.,The guests at the wedding were very dressed up.
Nag-luhúd kami sa pagsimba.,We kneeled during worship.
Lulú’ ang paghaplos sang iloy sa bata.,The mother's touch on the child was tender.
Nagapati ang iban sa lumáy.,Some people believe in love potions.
Nagpasakop sia sa lúmba’ sang pagdalagan.,He joined the running race.
Lúming na ang panit sang mal-am.,The skin of the old man is already flabby.
Ginlúmpag ku ang baláy.,I demolished the house.
Nag-lúmpat sia halin sa kudal.,He jumped down from the fence.
Nalumús ang báta’.,The child drowned.
Madanlog ang dalan tungod sa lúmut.,The road is slippery because of the moss.
Naglumpúy akú sang tablétas.,I took a pill.
Maga-umpisa ang klase sa Lúnes.,Classes will start on Monday.
Lúnhaw ang palibot sa bukid subong.,The surroundings in the mountain are green now.
Naglúntad akú dirí sang iśa ka tú’ig.,I moved here last year.
Lúnsay ang dalagan sang amon negosyo.,The run of our business is steady.
Nalúnud ang bapór.,The boat sank.
Madulom ang sulod sang lungíb.,The inside of the cave is dark.
Ginbutang ang bangkay sa sulod sang lungún.,The corpse was placed inside the bier.
Naglunggú’ ang úlu sang báta’.,The child knocked his head.
Naglungúlúngu ang sya.,He shook his head.
Gusto ko makita ang pispis nga mag-lupád.,I want to see the bird fly.
Indi ka mag-lúpig sa imo kapareho.,Do not oppress your fellow men.
Nabatian namon ang lupúk sang pusil kaina.,We heard the burst of the gun earlier.
Naluoy ako sa tawo nga lupúg.,I felt pity for the crippled person.
Naglup’úg ang idú’ sa salúg.,The dog lay on the floor.
Nag-lupút ang bata tungod sa higko nga pagkaon.,The child had diarrhea because of dirty food.
Naglúpyak ang dúta’ sa línug.,The ground caved in because of the earthquake.
Naglusád ang táwu sa eropláno.,The man disembarked from the plane.
Lús’aw na ang duag sang iya daan nga bayo.,The color of his old shirt is already faded.
Ma-lúspad ang iya nawong tungod sa hilanat.,His face is pale due to the fever.
Naglusút ang lápis sa papél.,The pencil went through to the paper.
Naghimo sia sang gamay nga kolon halin sa luták.,He made a small pot out of clay.
Gusto na lutás-on ni Nanay ang lapsag.,Mother wants to wean the infant now.
Lutáw gid ang iya ngalan sa amon banwa.,His name is very famous in our town.
Ginlúthang ku ang manúk.,I shot the chicken.
Nag-lútu ang pamilya sa pagkapatay sang ila lolo.,The family mourned the death of their grandfather.
Namit ang lútu’ ni Nanay nga adobo.,Mother's cooked adobo is delicious.
Ginlútus ni Pédro si Vicénte sa eleksyón.,Pedro defeated Vicente during the elections.
Nalu’úyan ku si Ester.,I feel sorry for Ester.
Gamita ang luwág sa pagkuha sang mainit nga sabaw.,Use the ladle to scoop the hot soup.
Wala na ako sang iban nga abyan luwás sa imo.,I have no other friend aside from you.
Ma-lúya ang iya lawas tungod sa balatian.,His body is weak due to illness.
Butangi sang lúy’a ang isda para madula ang langsa.,Put ginger on the fish to remove the fishy smell.
Lúyag ko magbakasyon sa probinsya sa masunod nga tuig.,I want to vacation in the province next year.
Nag-lúyluy ang mga sanga sang kahoy tungod sa kabug-at sang bunga.,The branches of the tree drooped due to the weight of the fruit.
Nagpungko sia sa luyú sang akon katre.,He sat beside my bed.
Mabakál ku ang sapátus pára kay Cora.,I will be able to buy the pair of shoes for Cora.
Mahumút ang búlak.,The flower is fragrant.
Mabáklan ku regálo sang si Néna.,I will be able to buy a gift for Nena.
Ginalikawan sia sang mga tawo kay ma’álwan sia.,People avoid him because he is mean.
Ma’áyu gid ang aton panahon subong nga adlaw.,Our weather today is very good.
Ang masakitún gindalá sa ospitál.,The sick person was brought to the hospital.
Ma’alamún si José.,Jose is wise.
Malipayon sia nga nag-mábdus ang iya asawa.,He is happy that his wife became pregnant.
Makakánta si Razéla bwas.,Razela will be able to sing tomorrow.
Nagapangamuyo kami sa Maka’áku’ para sa aton kaluwasan.,We are praying to the Almighty for our safety.
Guba ang makiná sang amon salakyan.,The motor of our vehicle is broken.
Gingamit niya ang dumaan nga makinílya para maghimo sang sulat.,He used the old typewriter to make a letter.
Ginpamákut ku ang papél sa dapúg.,I used paper to kindle fire in the stove.
Nagtuon sia sa eskwelahan nga ginadumalahan sang mga mádre.,She studied in a school managed by nuns.
Maayo magtudlo ang amon bag-o nga ma’éstro.,Our new teacher teaches well.
Gústo ku magka’ún.,I would like to eat.
Mag’asáwa si Pédro kag si Catalína.,Pedro and Catalina are husband and wife.
Magá-abot sila buwas sang kaagahon.,They will arrive tomorrow at dawn.
Mág’an ang akon pamatyag matapos masolbar ang problema.,I feel cheerful after the problem was solved.
Malipayon nga nagapuyo ang mag’asáwa sa bukid.,The married couple lives happily in the mountain.
Nagkadis-gústo si Razél kag si Teresíta.,Razel and Teresita had a misunderstanding.
NagpaManíla’ akú.,I went to Manila.
Magpanghilám’-us akú.,I will wash my face.
Nagbulig ang akon maguláng sa akon mga asaynment.,My older sibling helped with my assignments.
Mahál gid ang presyo sang karne sa merkado subong.,The price of meat in the market is very expensive now.
Mahímo bala nga magkadto ako sa inyo bwas?,Is it possible for me to go to your place tomorrow?
Nagtanom kami sang ma’ís sa amon daku nga uma.,We planted corn in our big farm.
Malá na ang mga linabhan sa idalom sang adlaw.,The washed clothes are already dry under the sun.
Mabug-at ang iya maléta nga gindala sa eroplano.,The luggage he brought on the airplane is heavy.
Nagpa-málu na ang manok sang kaagahon.,The rooster already crowed at dawn.
Ma’áyu man.,"Fine, too."
Nagbulig ako kay mánang sa pagbitbit sang iya ginbakal.,I helped Manang carry what she bought.
Ginsunod sang mga soldado ang mándo sang kapitan.,The soldiers followed the captain's command.
Nagmaného si Senén sang kótse.,Senen drove a car.
Nagkaon kami sang nilaga nga maní samtang nagalantaw.,We ate boiled peanuts while watching.
Naghatag sang daku nga regalo ang akon manínay.,My godmother gave a big gift.
Namit kag matam-is ining mapula nga mansánas.,This red apple is delicious and sweet.
Nagbakal ako sang mantíka’ sa tyangge para sa pagprito.,I bought cooking oil at the store for frying.
Ginbutangan niya sang mantikílya ang init nga pandesal.,He put butter on the hot pandesal.
Puti ang kolor sang bag-o nga mántil sa amon lamesa.,The color of the new tablecloth on our table is white.
Mabudlay kakason ang mántsa sang kape sa imo bayo.,It is hard to remove the coffee stain on your shirt.
Nagsuksok sia sang mántu’ pagsulod sa simbahan.,She wore a veil upon entering the church.
Nagdakop sia sang matambok nga manúk para ihawon.,He caught a fat chicken to roast.
Manugbúlung si Pédro.,Pedro is a doctor.
Nakakita ako sang daku nga mán’ug sa idalom sang kahoy.,I saw a big snake under the tree.
Ginhatagan ko sang tinapay si mánung.,I gave bread to Manung.
Paborito niya nga hampangan ang iya bag-o nga manyíka’.,Her favorite thing to play with is her new doll.
Manghulám akú sang líbro.,I will borrow books.
Mangungúma si Cárlos.,Carlos is a farmer.
Ang mangá bata nagahampang malipayon sa sagwa.,The children (plural marker) are playing happily outside.
Matam-is ang hinog nga mángga halin sa Guimaras.,The ripe mango from Guimaras is sweet.
Indi mabakal sang mánggad ang matuod nga kalipay sang pamilya.,Wealth cannot buy the true happiness of a family.
Palangga ko gid ang akon puting nga mánghud.,I really love my youngest younger sibling.
Mangín presidénte ang táwung iná’.,That man will become a president.
Madamo sang isda ang nakuha sang kugihan nga mangingísda’.,The hardworking fisherman caught a lot of fish.