Hiligaynon	English
Nakapasar ako sa tanan nga sabak.	I passed all the subjects.
Nagahampang ang mga bata sa plasa.	The children are playing at the plaza.
Maisog sia maghambal sa atubang.	He/She is brave to speak in front.
Pamati kamo sa ginasiling sang maestra.	Listen to what the teacher is saying.
Indi kamo maggahod sa sulod sang hulot.	Do not be noisy inside the room.
Maayo ang imo agi sa pagsulat.	Your handwriting is good.
Pila ka tuig ang kurso mo?	How many years is your course?
Graduado na sia sa kolehiyo.	He/She is already a college graduate.
Gusto ko makatapos sang pagtuon.	I want to finish my studies.
Maragtas ang paborito ko nga sabak.	History is my favorite subject.
May daku kami nga librarya diri.	We have a big library here.
Husto gid ang imo sabat.	Your answer is exactly right.
Sala ang imo pag-isip sang numero.	Your calculation of the numbers is wrong.
Pataura ang imo pinsar.	Sharpen your mind.
Magpamangkot ka kon wala ka kabalo.	Ask a question if you don't know.
Intiendehon mo ang ginabasa mo.	Understand what you are reading.
Ano ang topiko sang inyo diskusyon?	What is the topic of your discussion?
Nagahimo kami sang proyekto.	We are making a project.
Kulang ang akon tinta sa bolpen.	My pen is lacking ink.
Diin ang imo bag nga pang-eskwela?	Where is your school bag?
Buksi ang imo libro sa pahina dies.	Open your book to page ten.
Siraduha ang notebook mo.	Close your notebook.
Mag-ensayo kita sang kanta.	Let's practice the song.
May sinapol ang mga ginikanan.	The parents have a meeting.
Libre ang edukasyon sa publiko.	Education is free in public (schools).
Maugod ang mga estudyante diri.	The students here are diligent.
Indi kamo mag-absent sa klase.	Do not be absent from class.
Masanag ang palaabuton sang maalam.	The future of the wise is bright.
Ang ihibalo amo ang manggad.	Knowledge is wealth.
Tuonan naton ang aton maragtas.	Let's study our history.
Sabta ang mga pamangkot sa idalom.	Answer the questions below.
Isulat ang imo ngalan sa papel.	Write your name on the paper.
Ano ang paborito mo nga libro?	What is your favorite book?
Nagatuon kami sang bag-o nga pulong.	We are learning a new word.
Diin dampi ang opisina sang dekano?	Where is the dean's office located?
Pila ka estudyante ang ara sa klase?	How many students are in the class?
Matig-a ang ulo sang bata nga ina.	That child is stubborn (hard-headed).
Malulu ang tingog sang nagahambal.	The speaker's voice is gentle.
Indi mag-ilinaway sa sulod sang eskwelahan.	Do not fight inside the school.
Respetuha ang inyo mga kaupod.	Respect your peers.
Maayo ang record sang iya grado.	His/Her grade record is good.
Kinahanglan naton sing dugang nga silya.	We need more chairs.
Masanag ang suga sa hulot-tuonan.	The light in the study room is bright.
San-o ang sugod sang bakasyon?	When is the start of the vacation?
Malipayon kami sa amon pag-eskwela.	We are happy in our schooling.
Mag-andam ka sa imo pagpauli.	Be careful on your way home.
Ihatag ini sa imo maestro.	Give this to your teacher.
Nakalimtan ko ang akon baon.	I forgot my packed lunch.
Hatagi ako sing gamay nga papel.	Give me a small piece of paper.
Gamita ang panggura sa sining sala.	Use the eraser on this mistake.
Isulod ang mga gamit sa kaban.	Put the things inside the chest/locker.
Tapusa ang inyo ubra subong.	Finish your work today.
May pasundayag kami sa Biyernes.	We have a performance on Friday.
Kaupod ko ang akon mga klasmeyt.	I am with my classmates.
Ano ang kabilugan nga grado mo?	What is your total grade?
Matuod gid ang ginasiling sang libro.	What the book says is really true.
Indi maghimo sing kinagula sa klase.	Do not make a ruckus in class.
Pungko kamo sing maayo.	Sit down properly.
Bukas ang eskwelahan sa tanan.	The school is open to all.
Ipaathag ang imo rason.	Explain your reason.
Naga-intra ako sa paindis-indis.	I am participating in the competition.
Nagdaog sia sang una nga padugung.	He/She won the first prize/honor.
Proud ang mga ginikanan sa iya.	The parents are proud of him/her.
Magpadayon kamo sa inyo pagtuon.	Continue with your studies.
Kabay pa nga madamo kamo sing matun-an.	I hope you learn many things.
Ining eskwelahan daku gid.	This school is very big.
Limpyo ang palibot sang kakahuyan.	The surroundings of the grove are clean.
Pila ka kwarto ang ara sa bilding?	How many rooms are in the building?
San-o ang adlaw sang gradwasyon?	When is graduation day?
Isul-ob ang inyo uniporme.	Wear your uniforms.
Mahumok ang iya buot sa pagtudlo.	His/Her heart is soft (patient) in teaching.
Indi mag-untat sa pagpangita sang kamatuoran.	Do not stop searching for the truth.
Malayo ang lalakton pakadto sa kolehiyo.	It is a long walk to the college.
Ari na ang inyo report kard.	Here is your report card.
Basaha sing maayo ang direksyon.	Read the directions carefully.
Isulat ang sabat sa tunga.	Write the answer in the middle.
Tapos na ang oras sang pagsulat.	The time for writing is over.
Ihatag ang mga papel sa unahan.	Pass the papers to the front.
Salamat sa inyo pagpamati.	Thank you for your listening.
Maayong hapon sa inyo tanan.	Good afternoon to you all.
Mag-andam kamo sa pagtabok sa dalan.	Be careful in crossing the road.
Tubtob sa liwat nga pagkitaay sa klase.	Until we meet again in class.
Maayo gid ang inyo ginpakita subong.	What you showed today was very good.
Hu-o, maningkamot pa kami gid.	Yes, we will strive even harder.
Amen, mangin maayo ang tanan.	Amen, everything will be well.
Pungko ka sa siyam nga kawayan.	Sit on the bamboo chair.
Malapad ang amon lamesa sa kusina.	Our kitchen table is wide.
Diin mo ginbutang ang kutsara?	Where did you put the spoon?
Hugasi ang tinidor kag tinapay.	Wash the fork and the plate.
Inom ka sang tubig sa baso.	Drink water from the glass.
Mainit pa ang kape sa tasa.	The coffee in the cup is still hot.
Punu-a ang banga sang tubig.	Fill the clay jar with water.
Gamita ang kabu sa pagpaligo.	Use the dipper for bathing.
Isulod ang bayu sa kaban.	Put the clothes inside the chest.
Trapuhi ang salog sang balay.	Wipe the floor of the house.
Basulon mo ang mga pinggan.	Wash the dishes.
Siraduha ang pultahan sang kwarto.	Close the door of the room.
Buksi ang bintana para sa hangin.	Open the window for the air.
Matig-a ang unod sang lubi.	The coconut meat is hard.
Kagusa ang lubi para sa gata.	Grate the coconut for the milk.
Isulod ang kan-on sa daba.	Put the rice in the clay pot.
Mainit ang sabaw sang tinola.	The tinola soup is hot.
Namit gid ang imo luto subong.	Your cooking is very delicious today.
Ubosa ang pagkaon sa pinggan.	Finish the food on the plate.
Pudyota ang basura sa idalom.	Pick up the trash underneath.
Ihaboy ang higko sa gwa.	Throw the dirt outside.
Limpyuha ang ugsaran sang balay.	Clean the yard of the house.
Panyuson mo ang imo guya.	Wipe your face.
Isul-ob ang imo bag-o nga bayu.	Wear your new clothes.
Labhi ang mga mahigko nga tela.	Wash the dirty fabrics.
Ibulad ang mga linabhan sa init.	Dry the laundry in the sun.
Pili-a ang mga luto nga paho.	Choose the ripe mangoes.
Pila ka bilog nga itlog ang luto?	How many pieces of eggs are cooked?
Isagol ang asin sa utan.	Mix the salt into the vegetables.
Matam-is ang kalamay sa kape.	The sugar in the coffee is sweet.
Maaslam ang duga sang kalamansi.	The juice of the calamansi is sour.
Mapait ang panyaga namon subong.	Our lunch is bitter today.
Busog na gid ang mga bata.	The children are very full.
Patya ang suga sa sala.	Turn off the light in the living room.
Sindaha ang mitsa sang tinghoy.	Light the wick of the oil lamp.
Mahumok ang ulunan sa kama.	The pillow on the bed is soft.
Habuni ang imo lawas sang maayo.	Soap your body well.
Husaya ang imo gulo nga buhok.	Comb your messy hair.
Putla ang kuko sang imo kamut.	Cut the nails of your hand.
Sipilyo ka sang imo mga ngipon.	Brush your teeth.
Kay-uha ang atop nga nagatulo.	Fix the roof that is leaking.
Madamo sang lamok sa sulod.	There are many mosquitoes inside.
Isira ang moskitero sang bata.	Close the child's mosquito net.
Tulog na ang amon sapat.	Our animal is already asleep.
Bugtaw na ang manok sa aga.	The chicken is awake in the morning.
Malaka lang ang tawo diri.	There are only a few people here.
Madamo ang bunga sang bayabas.	The guava tree has many fruits.
Sukla ang kalabaon sang tela.	Measure the length of the cloth.
Bug-at ang sako sang bugas.	The sack of rice is heavy.
Magang-an lang ining karga.	This load is just light.
Hatagi ako sing gamay nga tubig.	Give me a little water.
Pila ang bili sang sining banga?	How much is the price of this jar?
Barato lang ang baligya sa tindahan.	The goods at the store are just cheap.
Wala na kamo sing kalamay?	Do you have no more sugar?
Ari ang akon bayad sa imo.	Here is my payment to you.
Batuna ining regalo halin sa amon.	Accept this gift from us.
Salamat gid sa imo pag-ulikid.	Thank you very much for your care.
Wala ina sing kabilinggan.	That is no trouble at all.
Magbinuligay kita sa ubra.	Let's help each other in the work.
Maugod gid ang akon asawa.	My spouse is very hardworking.
Buot ang amon mga kabata-an.	Our children are well-behaved.
Indi kamo mag-away sa sulod.	Do not fight inside.
Mag-ayuhay kamo nga mag-ulutod.	Get along well as siblings.
Palangga namon ang amon lola.	We love our grandmother.
Isog ang amon lolo sa amon.	Our grandfather is strict with us.
Pila kamo tanan sa balay?	How many are you all in the house?
Mapuli na kami sa probinsya.	We are going home to the province.
Malayo ang byahe sang bus.	The bus trip is long.
Dal-a ang imo payong subong.	Bring your umbrella now.
Basi mabasa ka sang ulan.	You might get wet from the rain.
Mainit gid ang panahon diri.	The weather is very hot here.
Daw maulan gid sa hapon.	It looks like it will rain in the afternoon.
Masanag ang bulan sa gwa.	The moon is bright outside.
Madulom ang dalan kon gab-i.	The road is dark at night.
Pungko kamo sing maayo sa bangko.	Sit properly on the bench.
Ubosa ang unod sang baso.	Finish the contents of the glass.
Diin mo ginbutang ang silhig?	Where did you put the broom?
Silhiga ang mga dagi sa salog.	Sweep the dust on the floor.
Ibutang ang mga bayu sa bularan.	Put the clothes on the drying rack.
Maluya ang lawas sang tigulang.	The elderly person's body is weak.
Hatagi sia sing mainit nga sabaw.	Give him/her hot soup.
Inom ka sang bulong sa hilanat.	Drink medicine for the fever.
Magpahuway ka anay sa idalom.	Rest first underneath (the shade).
Matahum gid ang inyo balay.	Your house is very beautiful.
Limpyo ang hangin sa uma.	The air on the farm is clean.
Nagakanta ang mga pispis sa kahoy.	The birds are singing in the tree.
Dasig ang dalagan sang ido.	The dog's run is fast.
Mahina ang lakat sang karubaw.	The carabao's walk is slow.
May ara kamo sing asin?	Do you have any salt?
Hatagi ako sing tunga nga baso.	Give me half a glass.
Husto na ina nga kadamuon.	That amount is enough.
Sobra ang imo ginhatag sa akon.	What you gave me was too much.
Iuli ang sobra nga sukli.	Return the excess change.
Salamat sa husto nga pag-isip.	Thank you for the correct counting.
Mag-andam kamo sa inyo lakat.	Be careful on your way.
Kabay pa nga maayo ang tanan.	I hope all is well.
Amen, mangin maayo gid kita.	Amen, we will be very well.
Paalam na sa inyo tanan.	Farewell to you all.
Tubtob sa liwat nga pagkitaay.	Until we meet again.
Malipayon gid ako nga makita ka liwat.	I am very happy to see you again.
Ngaa nagasungod ang imo bata?	Why is your child sulking?
Indi ka mag-akig sa akon.	Do not be angry with me.
Nahadlok sia sa madulom nga dalan.	He/She is afraid of the dark road.
Huya-huya ang dalaga sa atubang.	The young woman is shy in front.
Maisog ang amon amay sa amon.	Our father is brave/strict with us.
Maugod sia nga naga-obra sa uma.	He/She is diligent in working on the farm.
Matig-a ang ulo sang sining bata.	This child is stubborn.
Palangga gid sang lola ang iya apo.	The grandmother really loves her grandchild.
Mag-ayuhay kamo pirme nga mag-ulutod.	Always get along well as siblings.
Buligi ang mga imol sa banwa.	Help the poor in the town.
Mapinalanggaon ang mga Ilonggo.	Ilonggos are very affectionate.
Indi ka maghambal sang malain.	Do not speak evil words.
Magpasalamat ka sa iya kaayo.	Give thanks for his/her kindness.
Pasayluha ako sa akon sala.	Forgive me for my mistake.
Ano ang ginahibi mo subong?	What are you crying about now?
Nagakadlaw sila sa aton istorya.	They are laughing at our story.
Maalam ang iya sabat sa pamangkot.	His/Her answer to the question is wise.
Buot gid ang amon mga kaingod.	Our neighbors are very kind.
Indi mag-ilinaway sa tunga sang dalan.	Do not fight in the middle of the road.
Nagaupod kami pirme sa pagsimba.	We always go together to church.
Sin-o ang imo kaupod sa balay?	Who is your companion in the house?
Ako lang isa ang nabilin diri.	I am the only one left here.
Mag-istoryahanay kita sing maayo.	Let us talk properly.
Ano ang ginabatyag sang imo kasing-kasing?	What is your heart feeling?
Nasubuan ako tungod sa natabo.	I am sad because of what happened.
Indi ka magkabalaka, ari ako.	Do not worry, I am here.
Maghulat ka anay sa gwa.	Wait for a while outside.
Dasig ang iya pag-abot diri.	His/Her arrival here was fast.
Mahina ang iya lakat subong.	His/Her walk is slow right now.
Nakilala mo bala ang tawo nga ina?	Do you know that person?
Ambot kon diin sia nagkadto.	I don't know where he/she went.
Sigurado ka bala sa imo ginasiling?	Are you sure about what you are saying?
Matuod gid ang tanan nga ginsiling ko.	Everything I said is really true.
Indi ka magbutig sa imo ginikanan.	Do not lie to your parents.
Respetuha ang mga malantas sa aton.	Respect those older than us.
Magbinuligay kita sa sining ubra.	Let us help each other in this work.
Maayo ang record sang iya pamatasan.	His/Her character record is good.
Nakalulu ang iya tingog pamatian.	His/Her voice is soothing to listen to.
Maisog sia nga nag-atubang sa amon.	He/She bravely faced us.
Malipayon kami sa inyo pag-abot.	We are happy about your arrival.
Halong ka sa imo pagpauli.	Take care on your way home.
Kabay pa nga magkitaay kita liwat.	I hope we see each other again.
Salamat gid sa imo pag-ulikid.	Thank you very much for your concern.
Wala ina sing kabilinggan sa akon.	That is no trouble for me.
Proud ang pamilya sa imo kadalag-an.	The family is proud of your success.
Mag-antos kita para sa kaayuhan.	Let us endure for the sake of good.
Maayo gid ang inyo ginpakita.	What you showed was very good.
Indi kamo magpahigad sa kinahanglanon.	Do not set aside what is necessary.
Magpangamuyo kita sa Dios.	Let us pray to God.
Amen, amo gid ina ang dapat.	Amen, that is exactly how it should be.
Pila ka tuig na kamo nga mag-asawa?	How many years have you been married?
Lima na ka tuig kami nga upod.	We have been together for five years.
May ara na kamo sing bata?	Do you already have a child?
Isá pa lang ang amon anak.	We only have one child so far.
Malipayon ang amon pagpuyo diri.	Our living here is happy.
Diin dampi ang inyo balay?	Whereabouts is your house?
Didto sa binit sang suba.	There by the side of the river.
Bisitahan niyo kami kon may oras.	Visit us if you have time.
Hu-o, makadto kami didto bwas.	Yes, we will go there tomorrow.
Salamat sa pag-agda sa amon.	Thank you for inviting us.
Gamay lang ang amon balay.	Our house is just small.
Pero limpyo ang amon palibot.	But our surroundings are clean.
Matam-is ang amon pag-ubay.	Our guidance (of each other) is sweet.
Indi mag-untat sa pagbinuligay.	Do not stop helping each other.
Masanag ang aton palaabuton.	Our future is bright.
Tapuson naton ining ubra subong.	Let us finish this work today.
Ubosa ang inyo pasensya sa bata.	Exhaust your patience for the child.
Mahumok ang iya buot sa amon.	His/Her heart is soft toward us.
Isog ang iya hambal pero maayo sia.	His/Her words are harsh but he/she is good.
Nakit-an ko sia nga naga-isahanon.	I saw him/her being alone.
Ginpamangkot ko sia kon kamusta sia.	I asked him/her how he/she was.
Nagsabat sia nga maayo man sia.	He/She answered that he/she was fine.
Nagkadlaw kami nga duha.	The two of us laughed.
Namit gid ang amon istoryahanay.	Our conversation was very pleasant.
Pila na ang oras sang inyo lakat?	What time is your departure?
Alas-otso kami sang gab-i malakat.	We will leave at eight in the evening.
Mag-andam kamo sa dalan pirme.	Always be careful on the road.
Dal-a ining pagkaon para sa byahe.	Take this food for the trip.
Salamat gid sa inyo regalo.	Thank you very much for your gift.
Batuna ining pasalamat halin sa amon.	Accept this thanks from us.
Wala na sing iban pa nga problema?	Is there no other problem?
Wala na, maayo na ang tanan.	None anymore, everything is fine now.
Mag-upod kamo sa amon sa kalingawan.	Come with us for some fun.
Malipayon ang mga tawo sa pyesta.	The people are happy at the fiesta.
Matahum ang mga sapat sa latagon.	The animals in the field are beautiful.
Madamo ang nagapamati sa iya.	Many are listening to him/her.
Maalam gid sia magdala sang tawo.	He/She is very good at leading people.
Respetado sia sa amon baryo.	He/She is respected in our village.
Buot kag maugod nga pagkatawo.	A kind and hardworking personality.
Kabay pa nga sundon sia sang iban.	I hope others follow him/her.
Amen, mangin maayo ang komunidad.	Amen, the community will be good.
Paalam na, malakat na kami.	Farewell, we are leaving now.
Tubtob sa liwat nga pagkitaay naton.	Until we see each other again.
Maayong gab-i sa inyo tanan.	Good night to you all.
Magtulog kamo sing maayo.	Sleep well.
Bugtaw kita bwas sa kasanagon.	We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.	Let us work for our family.
Ang Dios mag-upod sa aton.	God be with us.
Maayo gid ang aton palaabuton.	Our future is very good.
Makadto ako sa merkado subong.	I am going to the market now.
Tagpila ang kilo sang bugas?	How much is a kilo of rice?
Mahal gid ang presyo sang isda.	The price of fish is very expensive.
Hatagi ako sing gamay nga tawad.	Give me a little discount.
Barato na ina nga baligya.	That item is already cheap.
Pila ang kabilugan sang akon bakwa?	How much is the total of my purchase?
Wala na kamo sing gamay nga sinsilyo?	Do you have no more small change?
Ari ang akon bayad sa imo.	Here is my payment to you.
Pila ka porsyento ang tubo sini?	What percentage is the profit of this?
Nagautang sia para sa iya puhunan.	He/She is borrowing for his/her capital.
Kinahanglan naton magtipon sang kwarta.	We need to save money.
Gastos gid ang magbiyahe sa malayo.	Traveling far is very costly.
May ara kamo sang ginabaligya nga manok?	Do you have any chickens for sale?
Bakal ka sang asin kag kalamay.	Buy some salt and sugar.
Diin dampi ang baylaran diri?	Where is the payment counter here?
Bukas na ang tindahan sa kanto.	The store at the corner is open already.
Sirado ang banko kon Sabado.	The bank is closed on Saturdays.
Pila ang sweldo mo kada semana?	How much is your salary every week?
Kulang ang sulod sang akon pitaka.	The contents of my wallet are lacking.
Nadula ang akon kwarta sa dalan.	My money was lost on the road.
Mag-isip ka sing maayo sang sukli.	Count the change carefully.
Husto gid ang imo itir sa amon.	Your calculation for us is exactly right.
Indi magdaya sa pagtimbang sang karne.	Do not cheat in weighing the meat.
Malapad ang pwesto niya sa merkado.	His/Her stall in the market is wide.
Madamo ang nagabakal sa iya subong.	Many people are buying from him/her now.
Preska pa ang mga utan halin sa uma.	The vegetables from the farm are still fresh.
Ubos na ang baligya nga itlog.	The eggs for sale are all gone/sold out.
San-o maabot ang bag-o nga karga?	When will the new cargo arrive?
Malakat ang trak sa alas-otso.	The truck will leave at eight o'clock.
Pila ka sako ang i-deliver niyo?	How many sacks will you deliver?
Bug-at gid ang sako sang asukar.	The sack of sugar is very heavy.
Magang-an lang ining mga tela.	These fabrics are just light.
Ilista ang iya utang sa notebook.	List his/her debt in the notebook.
Bayari ang imo obligasyon sa oras.	Pay your obligation on time.
Wala ako sing kwarta nga papel subong.	I don't have paper money right now.
Pila ka pesos ang bayad sa plete?	How many pesos is the fare?
Tagsingkuenta ang kada tumpok sini.	Each pile of this is fifty pesos.
Batuna ining resibo sang imo bakal.	Accept this receipt for your purchase.
Maalam sia magnegosyo sa banwa.	He/She is wise in doing business in town.
Maugod sia sa pagpangita sang pangabuhian.	He/She is diligent in seeking a livelihood.
Magbinuligay kita sa pagbaligya.	Let's help each other in selling.
Indi kamo mag-away tungod sa kwarta.	Do not fight because of money.
Respetuha ang presyo sang tindera.	Respect the price of the vendor.
May discount kamo kon magbakal madamo.	You have a discount if you buy many.
Pila ka dusing ang gusto mo?	How many dozen do you want?
Isá ka gatos ka pesos ang tanan.	Everything is one hundred pesos.
Ari ang imo sukli nga dyes pesos.	Here is your ten pesos change.
Salamat gid sa imo pagbakal sa amon.	Thank you very much for buying from us.
Balik ka liwat sa masunod nga semana.	Come back again next week.
Kabay pa nga mag-uswag ang inyo negosyo.	I hope your business progresses/prospers.
Amen, salamat sa imo pangamuyo.	Amen, thank you for your prayer.
Diin dampi ang paradahan sang dyip?	Where is the jeepney terminal?
Malayo pa bala ang lalakton naton?	Do we still have a long way to walk?
Malapit na lang kita mag-abot.	We are almost there.
Dal-a ang imo listahan sang baklon.	Bring your list of things to buy.
Basi malimtan mo ang iban nga gamit.	You might forget the other items.
Mainit gid sa gwa sang merkado.	It is very hot outside the market.
Pungko anay sa landong sang kahoy.	Sit first in the shade of the tree.
Inom ka sang mabugnaw nga tubig.	Drink some cold water.
Diin ang botika nga pinakamalapit?	Where is the nearest drugstore?
Bakal ka sang bulong sa hilanat.	Buy some medicine for fever.
Pila ang kantidad sang reseta mo?	What is the amount of your prescription?
Mabuhay pa ang aton paghulat diri.	Our waiting here will take a long time.
